"gene","gene_name","logFC","logCPM","F","PValue","FDR","description"
"103824508","PLEKHA6",-1.0208623570784512,-0.05439915699498889,25.565132863524266,1.8984336029668092e-6,0.0010905002285673555,"pleckstrin homology domain containing A6"
"103814354","LOC103814354",-0.3036739529873085,4.573737255397329,25.23173508002541,2.1797889185547326e-6,0.0011681723565823477,"tubulin monoglutamylase TTLL4"
"PHB1","PHB1",-0.3483457046380497,6.068921642605089,25.157838918900783,2.2477203122804934e-6,0.0011681723565823477,"prohibitin 1"
"103816137","PPIP5K1",-0.35587556361032363,3.3894181718132703,24.899641373098518,2.502544317999055e-6,0.0012376093360049235,"diphosphoinositol pentakisphosphate kinase 1"
"103817144","PBRM1",-0.45067051863326546,6.572228378471239,24.800457341010677,2.60811936303035e-6,0.0012376093360049235,"polybromo 1"
"103821870","TIMM13",-0.36378354307476124,3.7834986584336106,24.4227943821497,3.0535885653573757e-6,0.0013886194000962667,"translocase of inner mitochondrial membrane 13"
"103815935","RPS17",-0.4328760375115343,8.596847287516223,24.21062836736585,3.337253315263004e-6,0.001456911307311217,"ribosomal protein S17"
"103826814","SIRT3",-0.294626223431217,3.575303114966199,24.058414857112176,3.557244545847616e-6,0.0014932218066684953,"sirtuin 3"
"103822998","POU2F3",-1.9629476267315915,0.48382634441619476,23.834766462431126,3.907702850091046e-6,0.0015795803298479139,"POU class 2 homeobox 3"
"127059643","GLRX5",-0.24327316453299164,9.125342057156079,23.541578567666896,4.421282710830255e-6,0.0016963437289321882,"glutaredoxin 5"
"103816018","FBN1",-1.0029910689389778,1.2057417613634354,23.495838924090556,4.50741874097796e-6,0.0016963437289321882,"fibrillin 1"
"103817684","LYRM1",-0.5981977535697215,6.373577087936271,23.355356594672962,4.782856813844893e-6,0.001740003308876772,"LYR motif containing 1"
"103813189","ALDH1L2",2.1833544292331246,-1.4640492364659865,23.181868304664416,5.146909198510727e-6,0.0018120440965337444,"aldehyde dehydrogenase 1 family member L2"
"103817174","LHFPL4",-0.7199286309817096,-0.27055294104984035,22.345731409518827,7.342405746512473e-6,0.0025042192599199105,"LHFPL tetraspan subfamily member 4"
"103816586","ATP11C",-0.2400204322639743,7.438051934363806,21.663617166491367,9.831912134683039e-6,0.0032516814859978997,"ATPase phospholipid transporting 11C"
"103816513","LOC103816513",-0.5118041064533942,5.489207292299861,21.52111990319742,1.0452841232708318e-5,0.0032561650754793243,"UAP56-interacting factor-like"
"103820550","SGK1",-0.2729777314321905,8.221965029967736,21.485259087806003,1.0615329461596631e-5,0.0032561650754793243,"serine/threonine-protein kinase Sgk1"
"103823048","ARHGEF12",-0.7059073417994074,6.60538952236613,21.45801254188374,1.0740511518898265e-5,0.0032561650754793243,"Rho guanine nucleotide exchange factor 12"
"127059700","DNAAF2",0.57433289967001655,1.2412993499051086,21.25895194010793,1.1702120704047762e-5,0.003451809334161548,"dynein axonemal assembly factor 2"
"103813870","POLL",-0.6204632912880719,2.439253705057117,20.84598225498166,1.39880493867404e-5,0.003931169837585393,"DNA polymerase lambda"
"103824797","LOC103824797",-0.5676000633156771,0.34257000980740954,20.68775143084286,1.4980753673853819e-5,0.003931169837585393,"DENN domain-containing protein 4B"
"103819763","AXIN2",0.8731481504002492,0.509839569207378,20.64724885247278,1.5246256265692441e-5,0.003931169837585393,"axin 2"
"103818696","CD164",0.3080035175174427,7.324705279029313,20.63179782920449,1.5348805248310468e-5,0.003931169837585393,"CD164 molecule"
"127060463","DDN",-0.5331819801320736,2.8309400376567204,20.61712422451552,1.544684790505131e-5,0.003931169837585393,"dendrin"
"127060475","SARS2",-0.27198111072035086,3.3111942335285183,20.53503316633188,1.6007288825020945e-5,0.003931169837585393,"seryl-tRNA synthetase 2, mitochondrial"
"103815751","PKNOX1",-0.5218735434845132,6.141376023091665,20.52074435716316,1.6106945313585017e-5,0.003931169837585393,"PBX/knotted 1 homeobox 1"
"127059518","SMARCA5",-0.2093807114024966,6.0391276152047,20.506236153159147,1.620878162830701e-5,0.003931169837585393,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
"103823741","EIF4EBP2",-0.9883222753939219,3.7509020837376292,20.423850004383272,1.679969321044787e-5,0.00398590981953974,"eukaryotic translation initiation factor 4E binding protein 2"
"108961920","LOC108961920",2.673322798925503,-0.49648362985175537,20.311797156477727,1.7638959630562323e-5,0.004066466570497184,"uncharacterized LOC108961920"
"103826188","KIT",-1.609542927076885,1.1198412425152382,20.252887456421348,1.8097275872784547e-5,0.004066466570497184,"KIT proto-oncogene, receptor tyrosine kinase"
"103823730","PSAP",0.19480206546934103,9.683555424595228,20.190072826107087,1.8599413455029036e-5,0.004066466570497184,"prosaposin"
"103824777","NCOA1",-0.5059430637156934,3.3214140537089856,20.148007584196716,1.8943632326725148e-5,0.004066466570497184,"nuclear receptor coactivator 1"
"115484330","LOC115484330",-0.4374088402654848,2.971348649168108,20.110596370410114,1.925524317171366e-5,0.004066466570497184,"uncharacterized LOC115484330"
"103825600","SLC39A1",0.6468137622744027,1.470766490652174,20.096410202140728,1.9374772005300857e-5,0.004066466570497184,"solute carrier family 39 member 1"
"103813579","TAF3",-0.22081591592909,5.859951735719347,20.03451697165948,1.9905217587235407e-5,0.004081209029273627,"TATA-box binding protein associated factor 3"
"103820177","INTS2",-0.2511996748151792,6.427239708071165,19.996728884536775,2.0236358891386245e-5,0.004081209029273627,"integrator complex subunit 2"
"103820018","LOC103820018",-1.1494894385445935,-0.29346370186472986,19.95964183169614,2.0566840444387894e-5,0.004081209029273627,"TBC1 domain family member 24-like"
"103817717",NA,-0.2805810365551563,2.8061207434132225,19.79512692238803,2.210076946238545e-5,0.004307282105579907,NA
"103820159","ULK2",0.6159215475223158,1.9173084434887893,19.680988016516206,2.3233376862101587e-5,0.004421919432393048,"unc-51 like autophagy activating kinase 2"
"103824619","SEL1L3",0.3810360899194465,1.792385680345709,19.65501566980999,2.349929696525534e-5,0.004421919432393048,"SEL1L family member 3"
"103819912","ASPSCR1",-0.24210232908923585,3.620407573953171,19.5122452945725,2.501772002159071e-5,0.004499939971486571,"ASPSCR1 tether for SLC2A4, UBX domain containing"
"127060487","LOC127060487",-0.5271796403129976,2.9202498101154855,19.50794563897388,2.5064975690656486e-5,0.004499939971486571,"2-hydroxyacyl-CoA lyase 2-like"
"103823724","HKDC1",-0.5391578909836118,3.439961078521958,19.500153703805136,2.5150846459655567e-5,0.004499939971486571,"hexokinase HKDC1"
"127061258","LOC127061258",-0.3871179853252202,2.8533796779854517,19.446422742765446,2.5751243260733264e-5,0.00453304949915553,"procollagen galactosyltransferase 1-like"
"103814454","KLHL38",1.4267941913767694,0.7164237654636754,19.371143323335318,2.6617198037058123e-5,0.004611112688515117,"kelch like family member 38"
"103815403","MELTF",-1.2259122004639258,-1.1867585763094106,19.28551725493455,2.763849495068638e-5,0.004684950075584385,"melanotransferrin"
"103818357","ACP6",-1.2147932560470964,0.32854935575979904,19.263955355349303,2.7901938328109314e-5,0.004684950075584385,"acid phosphatase 6, lysophosphatidic"
"103821938","PLPP2",-0.4321616310912386,6.495593395539565,19.170463742381884,2.907429528698273e-5,0.004769055985529271,"phospholipid phosphatase 2"
"103812282","GPR180",0.24912676932467945,3.617996306382646,19.154708044297486,2.9276777627859738e-5,0.004769055985529271,"G protein-coupled receptor 180"
"103822514","SLC35B4",-0.5202887354602176,2.859558427515185,19.078821965611432,3.027243086691512e-5,0.0048587251541398774,"solute carrier family 35 member B4"
"103817247","ACSL6",-0.42131039059741804,5.682731622726531,18.989286748152725,3.1491874365427426e-5,0.0049811929974532595,"acyl-CoA synthetase long chain family member 6"
"103815989","RREB1",-0.2816253556316862,7.964702105402099,18.94955342101315,3.204903236655375e-5,0.004996901989265252,"ras responsive element binding protein 1"
"103818064","SLC25A1",0.47630701032673584,4.16512899450357,18.833708655128063,3.373177327466479e-5,0.0050094101335765445,"solute carrier family 25 member 1"
"103820807","PRKCZ",-0.35485370010507883,6.151203117451152,18.81531432823527,3.400717287457124e-5,0.0050094101335765445,"protein kinase C zeta"
"103813507","ABCD2",0.27329717569888057,4.309832480762318,18.800873146080214,3.422499852231503e-5,0.0050094101335765445,"ATP binding cassette subfamily D member 2"
"103826417","ANKRD9",-0.336212770629189,5.265890606858094,18.79609098803768,3.429744531970281e-5,0.0050094101335765445,"ankyrin repeat domain 9"
"103815431","AGFG1",-0.21032473520748632,7.485843058047527,18.760976024796374,3.4834248040073824e-5,0.0050094101335765445,"ArfGAP with FG repeats 1"
"103816082","KLHL25",-0.3108410712673431,6.725770967793482,18.757801883717253,3.488319316032778e-5,0.0050094101335765445,"kelch like family member 25"
"103826003","CASP6",0.613753067631095,5.504383356387991,18.727329933800167,3.5356667345230046e-5,0.005011463213062867,"caspase 6"
"103819731","PCYT2",-0.18822676082847198,5.149194629475733,18.680575011034485,3.609597712248212e-5,0.005032431068857313,"phosphate cytidylyltransferase 2, ethanolamine"
"103826832","FRMD6",1.3683330831207654,1.0127070232412712,18.65997022247154,3.642679626532231e-5,0.005032431068857313,"FERM domain containing 6"
"103813330","APOLD1",-1.0818820730146645,-0.9752583828298276,18.585227240711298,3.76531101361976e-5,0.005048087557261988,"apolipoprotein L domain containing 1"
"103826310","PYGL",0.4620797955300323,2.9005671926136243,18.577770633122494,3.7777747917906245e-5,0.005048087557261988,"glycogen phosphorylase L"
"103817544","EGR1",-0.8303780267657102,2.129785392058192,18.568831452166357,3.7927723996287616e-5,0.005048087557261988,"early growth response 1"
"103816257","ANP32A",-0.19308032662495553,6.670949087513632,18.41498753771852,4.060654964820075e-5,0.005339516660969434,"acidic nuclear phosphoprotein 32 family member A"
"127061181","LOC127061181",-0.47548489493639934,2.3719401397837405,18.350372960738298,4.17887247142327e-5,0.005417280252743018,"BRD4-interacting chromatin-remodeling complex-associated protein-like"
"103816882","CYBA",0.4591948748039564,5.099078180006281,18.328830064532553,4.219065617401104e-5,0.005417280252743018,"cytochrome b-245 light chain"
"108962056","LOC108962056",-0.26251559943257735,4.136049444857617,18.281471065775186,4.308822236607388e-5,0.0054681960337596555,"uncharacterized LOC108962056"
"103818075","YPEL1",0.29415543189143056,8.435317948443291,18.19964576801347,4.4685360115447306e-5,0.005605701382758527,"yippee like 1"
"103819476","BTF3",-0.2665702120465274,5.612581165075301,18.120689672565497,4.628399588086103e-5,0.00574026739822406,"basic transcription factor 3"
"103821543","SLC30A10",-0.44044649979868905,5.811308030525053,18.043120823339443,4.791161858127493e-5,0.005825098506571871,"solute carrier family 30 member 10"
"103818418","ADPRH",0.5423191556604154,3.9112275934008873,18.037330350209686,4.803544672819025e-5,0.005825098506571871,"ADP-ribosylarginine hydrolase"
"103823279","PHTF1",-0.2635692179664392,5.163968456768766,17.988586719601244,4.909090096700027e-5,0.005825316438761999,"putative homeodomain transcription factor 1"
"103815780","MID1IP1",-0.530342551176522,6.234114169376345,17.98795483349826,4.910473816805056e-5,0.005825316438761999,"MID1 interacting protein 1"
"103818230","FBXW8",-0.2932507306097158,3.8677225292488444,17.94425782042167,5.007138162647953e-5,0.005876118914746211,"F-box and WD repeat domain containing 8"
"103819798","SCPEP1",0.8170358095436484,4.134933329861331,17.908073069708642,5.08865839562848e-5,0.005908257205307365,"serine carboxypeptidase 1"
"103823677","LOC103823677",1.2000483976967835,2.667107285352201,17.860834923388907,5.197130750452104e-5,0.0059706826326772905,"T-cell-interacting, activating receptor on myeloid cells protein 1-like"
"103823572","RHCE",-0.23531989798375,8.884069649304505,17.81045020771507,5.315441407991509e-5,0.006026310992950786,"Rh blood group CcEe antigens"
"103827132","WDR3",-0.6252956500252294,3.469847880959447,17.760107523227113,5.436410119510839e-5,0.006026310992950786,"WD repeat domain 3"
"103823165","IREB2",-0.17098609225242348,7.862213137506897,17.753296668523337,5.4529911625520467e-05,0.006026310992950786,"iron responsive element binding protein 2"
"103820483","EPS8",1.3157755100730775,-0.584174086701196,17.730933323675085,5.507799986319684e-5,0.006026310992950786,"epidermal growth factor receptor pathway substrate 8"
"103825412","PCM1",-0.5396197578804992,4.3787753779786405,17.725324865056933,5.521633675051114e-5,0.006026310992950786,"pericentriolar material 1"
"127060480","LOC127060480",-0.4120423855438495,4.021693186470196,17.668108675289545,5.664812016401886e-5,0.006121362212575266,"spidroin-2-like"
"103813557","FAM107B",-0.32310590257320493,6.919589459180904,17.520761810704663,6.051304938609307e-5,0.0064635992348558765,"family with sequence similarity 107 member B"
"103814006","GFOD1",-0.39080434749366605,5.4223231224946105,17.50289567372357,6.099969957762097e-5,0.0064635992348558765,"glucose-fructose oxidoreductase domain containing 1"
"103812880","LOC103812880",0.41885288855829333,2.39067475920604,17.47303736543532,6.182196861477315e-5,0.006472540261936181,"nucleoporin NUP42-like"
"127060640","LOC127060640",-0.60733701293419,2.3103894392474618,17.4569327882375,6.227017844083737e-5,0.006472540261936181,"acyl-coenzyme A thioesterase THEM4-like"
"103822338","KCTD20",-0.31685626235129927,6.338132346734015,17.36872963372478,6.478470978014688e-5,0.0066257584210775156,"potassium channel tetramerization domain containing 20"
"103818187","TMED2",0.20249244557098584,6.451137845249764,17.330172028193843,6.591637830728502e-5,0.0066257584210775156,"transmembrane p24 trafficking protein 2"
"103815786","XK",0.8321138939154359,1.3146083986966497,17.31865121060051,6.625842985306661e-5,0.0066257584210775156,"X-linked Kx blood group antigen, Kell and VPS13A binding protein"
"103817183","IL17RC",0.49758752731281664,1.8617669647240667,17.311171628093632,6.64814707074329e-5,0.0066257584210775156,"interleukin 17 receptor C"
"103817687","DCUN1D3",-0.33199524595523094,6.971693232357804,17.301211372832174,6.677967988991449e-5,0.0066257584210775156,"defective in cullin neddylation 1 domain containing 3"
"103818827","CTNNBL1",-0.24720253068908263,4.880060943503919,17.259701184329753,6.803732386362757e-5,0.006689723897726408,"catenin beta like 1"
"103812614","UBAC2",-0.35639795800968693,3.7955747121876433,17.181138306463502,7.048440804717805e-5,0.006868453834168761,"UBA domain containing 2"
"DDH36_mgr01",NA,-0.5699273889750319,8.747985944533738,16.998891221068998,7.651439992238613e-5,0.007277295898656391,NA
"103826002","PLA2G12A",0.42734955241875416,6.852345935114707,16.998880058206517,7.651478502405556e-5,0.007277295898656391,"phospholipase A2 group XIIA"
"103816414","ZC4H2",0.34161717488467697,2.4746303693623486,16.97586531074217,7.731299712855214e-5,0.007277295898656391,"zinc finger C4H2-type containing"
"103822759","NEFL",-0.5682255556730845,8.137025854411398,16.974887261408764,7.734710685762703e-5,0.007277295898656391,"neurofilament light chain"
"103814179","TBC1D12",0.28659380719870203,3.3466834445234257,16.93258493670533,7.883726569372004e-5,0.007297660052955601,"TBC1 domain family member 12"
"103814473","FAM91A1",0.21727200975173516,4.883078874186207,16.924121621701914,7.913891226329446e-5,0.007297660052955601,"family with sequence similarity 91 member A1"
"103822099","QSER1",0.8022679544286122,3.384297275473546,16.894610581357014,8.020001836582317e-5,0.007297660052955601,"glutamine and serine rich 1"
"103819767","FAM135A",0.35677591956804505,1.9733241415259064,16.874467728126554,8.093264172204008e-5,0.007297660052955601,"family with sequence similarity 135 member A"
"108961208","PTGDR",1.193266023747306,3.0575746720124237,16.849210217383987,8.186099355706361e-5,0.007297660052955601,"prostaglandin D2 receptor"
"103821514","EPAS1",-0.7349154567239368,8.96936004682442,16.839046731413394,8.223762987747332e-5,0.007297660052955601,"endothelial PAS domain protein 1"
"103824627","LMBR1L",-0.44727462032156556,5.434765388199594,16.83887235783751,8.224410724881243e-5,0.007297660052955601,"limb development membrane protein 1 like"
"103812707","LOC103812707",-1.8467589544440868,-0.43419800834497624,16.715244844475315,8.697063186534067e-5,0.007654818356276839,"sodium channel protein type 5 subunit alpha-like"
"103824408","LCMT2",-0.6143428820981996,1.2738156799286444,16.69327930718634,8.78391124799025e-5,0.007669408588845248,"leucine carboxyl methyltransferase 2"
"103823078","GCFC2",-0.2740299428521152,2.5917209161716968,16.6619287330984,8.909408412001282e-5,0.007683098223651283,"GC-rich sequence DNA-binding factor 2"
"103821834","TEK",-1.273516336251304,0.1137977417763766,16.654260406254807,8.94038367604648e-5,0.007683098223651283,"TEK receptor tyrosine kinase"
"103821287","SECISBP2",-0.46322792233601523,6.182102974149249,16.581154198504056,9.241287445015082e-5,0.00775532760319488,"SECIS binding protein 2"
"103826060","EEF1D",-0.41200855034295053,5.340846478964854,16.54051840704438,9.413012304303386e-5,0.00775532760319488,"eukaryotic translation elongation factor 1 delta"
"103814885","THUMPD2",-0.4505908406544046,4.217252892616538,16.497830423742176,9.596934936031047e-5,0.00775532760319488,"THUMP domain containing 2"
"127061329","LOC127061329",-0.5472443334890239,-0.2694692669677578,16.480648309512375,9.672000601685238e-5,0.00775532760319488,"uncharacterized LOC127061329"
"103822975","PAFAH1B2",0.29768534639852695,5.312883256795178,16.46912055877411,9.722700426212967e-5,0.00775532760319488,"platelet activating factor acetylhydrolase 1b catalytic subunit 2"
"103815006","FAF1",-0.19965713273451294,4.806793985495008,16.46673324960013,9.733233975007238e-5,0.00775532760319488,"Fas associated factor 1"
"103822941","LOC103822941",0.4040461952652142,3.5379560319798053,16.464495721240592,9.743117263591619e-5,0.00775532760319488,"DNA excision repair protein ERCC-6-like 2"
"103826749","ARHGAP28",1.464697840387875,-0.9951557458281427,16.435016406140996,9.874293754247002e-5,0.00775532760319488,"Rho GTPase activating protein 28"
"103816190","DMXL2",0.20709232796913682,5.102877579654642,16.43147970824453,9.890152439471552e-5,0.00775532760319488,"Dmx like 2"
"103822127","RAB3IL1",-0.3195163917879934,7.510484127066872,16.42951552831407,9.898971168620712e-5,0.00775532760319488,"RAB3A interacting protein like 1"
"103820921","PANK4",-0.509594771161568,5.270752724581091,16.42558265115328,9.916653142730343e-5,0.00775532760319488,"pantothenate kinase 4 (inactive)"
"103812340","LYN",0.2997098232233855,5.639692606443324,16.401755998053414,1.0024470714395405e-4,0.00775532760319488,"LYN proto-oncogene, Src family tyrosine kinase"
"103826677","LARGE2",-0.4236428544243616,1.4405344376034963,16.392030087372536,1.0068825915929112e-4,0.00775532760319488,"LARGE xylosyl- and glucuronyltransferase 2"
"103812407","CARS2",-0.1649572915619741,6.661497557587112,16.38842205765083,1.0085331516046178e-4,0.00775532760319488,"cysteinyl-tRNA synthetase 2, mitochondrial"
"103820596","GTF2H5",0.2475141082388802,6.687253435467804,16.377792255488007,1.0134120919053057e-4,0.00775532760319488,"general transcription factor IIH subunit 5"
"103818078",NA,-0.1979898032020731,6.423609304913579,16.364126305471824,1.0197201512700903e-4,0.00775532760319488,NA
"103818919","HSPA5",0.30365386284310697,8.77347193546157,16.356532435077792,1.0232427843687581e-4,0.00775532760319488,"heat shock protein family A (Hsp70) member 5"
"103823485","LOC103823485",-1.113902516144566,-1.29266028696602,16.334627629733433,1.0334740018166588e-4,0.007778851900570355,"zinc finger and BTB domain-containing protein 8A-like"
"103826382","LOC103826382",0.19550926123933254,5.319776283655305,16.278539571122888,1.0601521575012699e-4,0.007925000443129356,"SERTA domain-containing protein 2-like"
"103819936","SGSH",0.8449257985269923,0.322274982540496,16.257952336847374,1.0701206510710962e-4,0.007945099854278874,"N-sulfoglucosamine sulfohydrolase"
"103827160","FBXO40",-0.48627553429929865,1.4104326651045296,16.127630105685927,1.1354930669847272e-4,0.008373494143967103,"F-box protein 40"
"103826837","ERO1A",0.49936201683733045,3.403506243121671,16.0867827047163,1.156814878839388e-4,0.008473474891042335,"endoplasmic reticulum oxidoreductase 1 alpha"
"103818267","SERINC1",0.29489270098718895,7.950652890720913,16.04104229089847,1.1811785474373398e-4,0.008568086065345672,"serine incorporator 1"
"103820146","NCOR1",-0.34711864472361725,7.921163136393751,16.024594960545844,1.1900672864305661e-4,0.008568086065345672,"nuclear receptor corepressor 1"
"103816518","RNF128",-1.188771711342162,-0.06237295626748609,16.005402735995677,1.2005262219213364e-4,0.008568086065345672,"ring finger protein 128"
"103825108","OCIAD2",-1.4476143451922563,0.9146466656457574,15.987343425104797,1.2104538302998794e-4,0.008568086065345672,"OCIA domain containing 2"
"103812832","SLC25A13",0.557853000303967,0.8878503768525089,15.98172857861741,1.2135575593424397e-4,0.008568086065345672,"solute carrier family 25 member 13"
"103824127","CHERP",-0.316469183774735,5.14496889215543,15.97581606158098,1.2168346528574118e-4,0.008568086065345672,"calcium homeostasis endoplasmic reticulum protein"
"103816717","KATNB1",-0.2185365907504651,6.431714057801594,15.901563679408435,1.2587710761125792e-4,0.00869203163836617,"katanin regulatory subunit B1"
"103821522","RHOQ",0.626969317440225,0.30951550948640344,15.901223961362982,1.2589663108281214e-4,0.00869203163836617,"ras homolog family member Q"
"103818967","SLC2A6",0.5379555716868889,2.479428088388791,15.863314251953863,1.2809491033679792e-4,0.00869203163836617,"solute carrier family 2 member 6"
"103826690","NDUFV2",-0.27692360006774147,3.8521106084507233,15.856228602725459,1.2851013337072682e-4,0.00869203163836617,"NADH:ubiquinone oxidoreductase core subunit V2"
"103824349","LOC103824349",-0.8914978779922644,0.1870485730151118,15.81154742477999,1.3116046010684546e-4,0.00869203163836617,"EF-hand domain-containing protein D2-like"
"103825327","LOC103825327",-0.4123286285987703,4.385085736939381,15.810708664303984,1.3121074479158432e-4,0.00869203163836617,"SUMO specific peptidase 3"
"103812942","JPH1",-0.3923465970433778,4.775399730298573,15.805710122509613,1.3151082349088436e-4,0.00869203163836617,"junctophilin 1"
"103822023","LOC103822023",-0.5485091905458019,4.597531069867777,15.796490363915211,1.3206616289568616e-4,0.00869203163836617,"transducin-like enhancer protein 1"
"103824223","TAF1",-0.28738852433899864,6.111615683297428,15.78679213840452,1.3265291755342783e-4,0.00869203163836617,"TATA-box binding protein associated factor 1"
"103818992","FAM78A",-0.40566032846835065,5.490820704379637,15.782619592976886,1.3290618350182576e-4,0.00869203163836617,"family with sequence similarity 78 member A"
"103818931","RABGAP1",-0.21470802194325245,5.560213480355381,15.781129700522374,1.3299673735780274e-4,0.00869203163836617,"RAB GTPase activating protein 1"
"103814566","NCKAP1",-0.3531837580507326,3.5510627575900173,15.774284978099768,1.3341356492992245e-4,0.00869203163836617,"NCK associated protein 1"
"103817011","ABHD6",-0.36498173114578275,6.186289570244584,15.748840530598203,1.3497485367287065e-4,0.00869203163836617,"abhydrolase domain containing 6, acylglycerol lipase"
"103816791","ANKRD27",-0.2860826341233016,4.9077776278039655,15.74358169083548,1.3529986905756492e-4,0.00869203163836617,"ankyrin repeat domain 27"
"103813437","LOC103813437",0.3111919587871757,3.9215347078960363,15.74212724129673,1.3538990090913037e-4,0.00869203163836617,"glioma pathogenesis-related protein 1-like"
"127061143","LOC127061143",1.627271303138772,-1.4013905777801623,15.700834141172583,1.379717795312818e-4,0.008805988314645671,"cathepsin S-like"
"108963651","LOC108963651",-0.89321527111914,-0.14691825879289414,15.66788823137883,1.400679243555803e-4,0.008853705859592652,"uncharacterized LOC108963651"
"127060469","LOC127060469",-0.476256783721054,1.8684040262216275,15.663619999547349,1.4034186491749393e-4,0.008853705859592652,"uncharacterized LOC127060469"
"115484495","LOC115484495",-0.7151610653531921,4.585696653686057,15.620218525518725,1.431588224569307e-4,0.008979513725833,"twist-related protein 2-like"
"103822492","LOC103822492",-0.5225566457465235,1.9823390124035691,15.587429695690515,1.4532537316066648e-4,0.009028356084299912,"acrosin-like"
"103827129",NA,1.7925998191250705,1.845900770771102,15.583429790271934,1.4559196177723883e-4,0.009028356084299912,NA
"103816081","LY86",0.6850380850331349,5.558544728839231,15.525443322885794,1.4951351573002413e-4,0.009219155427556403,"lymphocyte antigen 86"
"108963988","FBF1",-0.5262668639722791,1.6814001407809098,15.46824575876449,1.534879022327027e-4,0.009411050364987177,"Fas binding factor 1"
"103821297","LOC103821297",-0.24463521162819118,4.579975366336544,15.420277874970495,1.5690442921713907e-4,0.009566787376960088,"heme-binding protein 1-like"
"103824689","LOC103824689",-1.3521455885082043,-0.12174356321099661,15.364552955161342,1.6097156969884866e-4,0.009720174548253191,"uncharacterized LOC103824689"
"103820167","DHX40",-0.6218611690118934,3.8292098269253994,15.361447838138421,1.6120135543648778e-4,0.009720174548253191,"DEAH-box helicase 40"
"103819385","TGFBR1",0.24714637564456884,3.3775849664038105,15.320869650360144,1.6423534855871912e-4,0.00984870656137286,"transforming growth factor beta receptor 1"
"103813840","GSTO1",0.45108602860514957,1.463490754967974,15.22216018897265,1.7186273207000344e-4,0.010231188755628888,"glutathione S-transferase omega-1"
"103818740","TUBB1",-0.235738381983072,8.391458988016003,15.214263142368749,1.7248843055119254e-4,0.010231188755628888,"tubulin beta 1 class VI"
"103818732","PSMA7",-0.3172821071241325,6.508563618737151,15.179289736815061,1.7528765665941507e-4,0.010341024242058681,"proteasome 20S subunit alpha 7"
"103815219","AK4",-0.34316751516542954,8.00472227845585,15.153536734176791,1.7737865159601394e-4,0.010377616048153727,"adenylate kinase 4"
"103814307","DEPTOR",-0.36813184381722625,6.696546789442145,15.142615897630844,1.7827307002603505e-4,0.010377616048153727,"DEP domain containing MTOR interacting protein"
"103820948","TNFRSF1B",0.48493854996290314,2.0838074741328576,15.136688332901796,1.787604743497252e-4,0.010377616048153727,"TNF receptor superfamily member 1B"
