"gene","gene_name","logFC","logCPM","F","PValue","FDR","description","entrezgene_id"
"103815273","BCHE",-1.1317670750491298,1.947025363751039,15.140588716742513,1.784396049274725e-4,0.017083244282266975,"butyrylcholinesterase","103815273"
"103827351","HSPH1",0.42862847372243884,4.116483400497675,15.034380214666346,1.8739175981005542e-4,0.01778429275275604,"heat shock protein family H (Hsp110) member 1","103827351"
"115485226","LOC115485226",-0.39079384442243115,2.2743967365800275,14.96854503748449,1.9317099987314912e-4,0.018174726660478875,"noggin-like","115485226"
"103826416","RCOR1",-0.1768984839481238,4.667936284735976,14.884032817748151,2.0085883784607783e-4,0.018736524412411054,"REST corepressor 1","103826416"
"103823029","FDXACB1",-1.4425415665198176,-0.5510979912021106,14.858453941808358,2.0324702940795498e-4,0.018798627787783226,"ferredoxin-fold anticodon binding domain containing 1","103823029"
"103823850","KIAA2026",-0.2387643806664438,4.239782913437355,14.821363185484948,2.0676190224474023e-4,0.01896302017730332,"KIAA2026 ortholog","103823850"
"103824216","NLGN3",-0.8866658054166456,1.03817325383216,14.741014527744314,2.1459157726598567e-4,0.019517103952341398,"neuroligin 3","103824216"
"103819589","TM7SF3",-0.16280329972324326,6.990266042948575,14.661474665908543,2.2264234995406405e-4,0.020081971961972353,"transmembrane 7 superfamily member 3","103819589"
"103820259","DTX2",-0.1815897652943832,5.91374870038664,14.628660774929644,2.2605337396623657e-4,0.020222512487438574,"deltex E3 ubiquitin ligase 2","103820259"
"103820000","ITGB4",-0.8375261584170859,0.5443570304438538,14.602942706990502,2.287642409445276e-4,0.020224744872269353,"integrin subunit beta 4","103820000"
"103812263","KLF12",0.7171032522505443,3.1109837489228913,14.593344112111527,2.2978453034280737e-4,0.020224744872269353,"KLF transcription factor 12","103812263"
"103817190","P4HTM",-0.4145003805003994,2.9714826583813054,14.49871523528621,2.4009666003364078e-4,0.020963319580857242,"prolyl 4-hydroxylase, transmembrane","103817190"
"103813573","PROSER2",0.21576261505836186,6.752548425122282,14.363101539304964,2.5570975447029035e-4,0.022019065259671605,"proline and serine rich 2","103813573"
"103816595","RGS9BP",-0.41711467946373487,1.9982013879568963,14.358786431698656,2.5622331757176964e-4,0.022019065259671605,"regulator of G protein signaling 9 binding protein","103816595"
"103814092","MKI67",0.7996517202918593,0.5177882569865334,14.306250235128838,2.6256150534538194e-4,0.022352539147564528,"marker of proliferation Ki-67","103814092"
"103824839","LOC103824839",-0.263456157864291,5.101044032157097,14.291139300215013,2.644141904326085e-4,0.022352539147564528,"E3 ubiquitin-protein ligase KCMF1-like","103824839"
"103819599","RAD51AP1",0.5574250032115466,0.319318543626508,14.27628939675791,2.662479465991743e-4,0.022352539147564528,"RAD51 associated protein 1","103819599"
"127060247","LOC127060247",0.5246877458568743,6.947892522612497,14.224365826849436,2.7276305074771433e-4,0.02268742350842553,"uncharacterized LOC127060247","127060247"
"103827099","LOC103827099",0.590602755685322,1.537251391772528,14.211564115198549,2.7439434699580076e-4,0.02268742350842553,"beta-1,4-galactosyltransferase 3","103827099"
"103823717","PPA1",0.8959835455358776,3.189558045182709,14.188207749978968,2.7739645470980915e-4,0.022763194787239528,"inorganic pyrophosphatase 1","103823717"
"103822172","ALDH3B1",-0.3592532907691836,2.100374199562051,14.168236087655895,2.799902451871768e-4,0.022804578626663043,"aldehyde dehydrogenase 3 family member B1","103822172"
"103816370","PAK3",1.4816541369726888,-0.585113196317234,14.125456198641162,2.8563034033078736e-4,0.0230916261805201,"p21 (RAC1) activated kinase 3","103816370"
"103819737","TK1",0.7864902477162988,-1.2006990563433846,14.105803658236134,2.882602985854164e-4,0.023132888961479667,"thymidine kinase 1","103819737"
"103816542",NA,0.2945281255773598,2.2005903595857323,13.978278209680157,3.059411776077793e-4,0.024317252566872026,NA,NA
"103826761","SLC22A18",0.6600991488027987,-0.01639197278076072,13.967575058327645,3.074748812743577e-4,0.024317252566872026,"solute carrier family 22 member 18","103826761"
"103818261","DDX54",0.29415875652134765,3.0251005093467946,13.84088570515391,3.262402072190803e-4,0.025470272636376023,"DEAD-box helicase 54","103818261"
"103819323","BCL11A",0.6631012262972685,3.2212524854393068,13.837735810904881,3.2672147417011575e-4,0.025470272636376023,"BCL11 transcription factor A","103819323"
"103812874","SP4",-0.1810806597925201,5.059188970090885,13.815770843062614,3.3009779439405575e-4,0.02555097395756542,"Sp4 transcription factor","103812874"
"103822122","ABTB2",0.989672894670653,-0.1610661119779861,13.744621465351354,3.412825129150462e-4,0.026107502174682735,"ankyrin repeat and BTB domain containing 2","103822122"
"127059332","LOC127059332",0.7419541318185787,-1.0456727088313778,13.739690690638621,3.4207190864757477e-4,0.026107502174682735,"uncharacterized LOC127059332","127059332"
"103822569","RPA2",0.36668664762033043,2.8567234124290506,13.6757333996836,3.5248277287950014e-4,0.02660743548142587,"replication protein A2","103822569"
"127060605","LOC127060605",0.5530940100438692,4.305933994530187,13.669600111224122,3.5349808913384196e-4,0.02660743548142587,"uncharacterized LOC127060605","127060605"
"127059046","P2RY1",-1.0415156919747013,1.1065853060896436,13.62625441591782,3.6075977594982403e-4,0.02696802873093411,"purinergic receptor P2Y1","127059046"
"103817479","LTC4S",-0.6567987891504868,-0.987814108405939,13.591175281968983,3.6674864244327156e-4,0.027229215534869837,"leukotriene C4 synthase","103817479"
"103816518","RNF128",-1.0929957311229923,-0.06237295626748609,13.557549648082698,3.725852333974988e-4,0.027275533344953546,"ring finger protein 128","103816518"
"103822109","DHCR7",0.7687609927869289,-0.710356503949912,13.54835981819893,3.741969038160122e-4,0.027275533344953546,"7-dehydrocholesterol reductase","103822109"
"103817043","CCDC51",0.17610367204151187,3.7866249430794383,13.544534429895863,3.7486989204169247e-4,0.027275533344953546,"coiled-coil domain containing 51","103817043"
"TEDC1","TEDC1",-0.5176231178850956,1.2117392230168043,13.497861544319573,3.8318173524149314e-4,0.02754949470500176,"tubulin epsilon and delta complex 1","103824447"
"103825190","LOC103825190",-0.528820192294883,1.2955592103343407,13.49026773837803,3.8455189518823545e-4,0.02754949470500176,"zinc finger protein 37-like","103825190"
"103813295","TEF",-0.1624985161794401,8.323151384639187,13.481126875499035,3.8620786969628635e-4,0.02754949470500176,"TEF transcription factor, PAR bZIP family member","103813295"
"103818350","CHMP2B",-0.18137276742811703,5.345807895179491,13.453287208533457,3.912966239033531e-4,0.027731242553774,"charged multivesicular body protein 2B","103818350"
"127059061","SLC23A1",0.86387208316392206,0.39254598342263447,13.394376457212804,4.0229312992964345e-4,0.027825822474622786,"solute carrier family 23 member 1","127059061"
"103821089","ITGA1",-0.8757563908677701,1.3199369432436998,13.39381675855778,4.023991142269666e-4,0.027825822474622786,"integrin subunit alpha 1","103821089"
"103823741","EIF4EBP2",0.7993862066557997,3.7509020837376292,13.392352807330031,4.0267646305228584e-4,0.027825822474622786,"eukaryotic translation initiation factor 4E binding protein 2","103823741"
"103826451","RNMT",-0.20480777736961495,7.3871518671583605,13.370530480678328,4.068341114938591e-4,0.027825822474622786,"RNA guanine-7 methyltransferase","103826451"
"103813444","PTPRB",0.720800938572658,1.2964842856438903,13.366502493444646,4.0760634277563435e-4,0.027825822474622786,"protein tyrosine phosphatase receptor type B","103813444"
"103823647","VPS26B",0.4140455968003537,5.591042326646691,13.364824451519503,4.079284951383219e-4,0.027825822474622786,"VPS26 retromer complex component B","103823647"
"103826594","ATP6V1D",-0.14439628474476346,5.995608995149927,13.324577785276338,4.157339690101881e-4,0.02818211514147325,"ATPase H+ transporting V1 subunit D","103826594"
"103822126","FTH1",-0.24335821648613418,13.350935706368213,13.272254845171535,4.2611151089687706e-4,0.028707290308200715,"ferritin heavy chain 1","103822126"
"103822555","SRSF4",-0.12927185978844238,4.650272405489652,13.241538192067017,4.323273582431062e-4,0.028874296897139908,"serine and arginine rich splicing factor 4","103822555"
"103815028","ECHDC2",-0.672154766552228,3.4818591069297953,13.20712276236941,4.394024666840388e-4,0.028874296897139908,"enoyl-CoA hydratase domain containing 2","103815028"
"103815742","MX1",1.255259737220634,7.246773665529736,13.183003075513357,4.4443179441234576e-4,0.028874296897139908,"interferon-induced GTP-binding protein Mx-like","103815742"
"103823257","LOC103823257",-0.3142412030027337,3.851757195351999,13.172592449586226,4.4662080893367943e-4,0.028874296897139908,"transportin-1-like","103823257"
"103819885",NA,0.35664271871503916,2.394416859197757,13.171108833525905,4.4693366557342396e-4,0.028874296897139908,NA,NA
"103813896","YWHAZ",-0.15317458028440561,6.9644877546550035,13.170662333125293,4.4702786515070077e-4,0.028874296897139908,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta","103813896"
"103818618","SDC4",-0.5799351342042254,4.020001024916461,13.168793371022314,4.47422387357897e-4,0.028874296897139908,"syndecan 4","103818618"
"103822378","TIMM17A",-0.23117690592817422,3.036303739085058,13.152895632876833,4.5079276487184743e-4,0.028874296897139908,"translocase of inner mitochondrial membrane 17A","103822378"
"103821280","SLC44A1",-0.48567152203064606,2.4779436780432036,13.137947140695195,4.539856970578969e-4,0.028874296897139908,"solute carrier family 44 member 1","103821280"
"108961868","LOC108961868",0.8475788465319161,4.022817902581815,13.122580522261154,4.572921673982017e-4,0.028874296897139908,"uncharacterized LOC108961868","108961868"
"103816975","ITIH3",-0.9434677563216894,-0.9843148890906604,13.120050836502013,4.578388531346067e-4,0.028874296897139908,"inter-alpha-trypsin inhibitor heavy chain H3-like","103816975"
"103814048","WAPL",-0.16174345669431708,8.604456928265352,13.10360029918087,4.614103703009534e-4,0.028874296897139908,"WAPL cohesin release factor","103814048"
"103816176","MYZAP",0.1781110747522297,4.36247075196955,13.082450056254011,4.660443308002774e-4,0.028874296897139908,"myocardial zonula adherens protein","103816176"
"103817191","PXK",0.6590670116428666,5.827380594745495,13.075350651862095,4.676104890889245e-4,0.028874296897139908,"PX domain containing serine/threonine kinase like","103817191"
"103823086","PAX5",0.7488845971978118,2.786208727510385,13.072346958900239,4.6827474352151033e-4,0.028874296897139908,"paired box 5","103823086"
"103826432","EML1",-0.428309159812927,3.3831607795795344,13.020091671416587,4.799872407755898e-4,0.029263151923400506,"EMAP like 1","103826432"
